,name,predicted_phrases
35,00362_08129.txt,
36,00368_05928.txt,
37,00377_05067.txt,"Exaggeration,Minimisation: И это лишь то, что попало в кадр!"
38,00386_05219.txt,Appeal_to_fear-prejudice: подогревают замерзающих военнослужащих ВСУ
39,00388_07119.txt,
40,00396_00668.txt,
41,00397_00736.txt,"Flag-Waving: Вперёд, братья! ✊"
42,00401_05181.txt,
43,00404_00382.txt,Doubt: русский народ хотел этого ещё в 2014
44,00419_08219.txt,
45,00432_05361.txt,
46,00433_02721.txt,"Exaggeration,Minimisation: Н икогда не забывайте"
47,00437_07345.txt,"Exaggeration,Minimisation: ЛНР"
48,00453_08171.txt,
49,00455_02773.txt,"Name_Calling,Labeling: киевского фольксштурма"
50,00477_02619.txt,"Exaggeration,Minimisation: ВОЕННОЕ ПРЕСТУПЛЕНИЕ ВСУ,
Exaggeration,Minimisation: ЗЕЛЕНСКОМУ ВЫСШАЯ МЕРА,
Appeal_to_Authority: фиксируют мои близкие живущие в буче"
51,00479_05683.txt,
52,00482_03880.txt,
53,00489_09039.txt,"Name_Calling,Labeling: Украиножер"
54,00494_06720.txt,"Exaggeration,Minimisation: выдвигаются на Украину"
55,00497_05385.txt,"Appeal_to_Authority: заявил Нарышкин,
Exaggeration,Minimisation: превращения Украины в занесенный над Россией кинжал Вашингтона"
56,00509_02435.txt,
57,00534_05653.txt,
58,00553_02602.txt,"Name_Calling,Labeling: Антифашистов,
Loaded_Language: духоподъемную дичь"
59,00572_03442.txt,Loaded_Language: ‼️ ?? ТОЛЬКО ЧТО СБИТ ВТОРИЙ УДАРНЫЙ БАЙРАКТАР ?? ‼️
60,00582_04944.txt,
61,00584_05470.txt,
62,00593_04933.txt,
63,00611_07845.txt,
64,00643_01650.txt,
65,00674_03988.txt,
66,00689_04099.txt,"Exaggeration,Minimisation: в соответствии с достигнутой договоренностью"
67,00692_07708.txt,Appeal_to_Authority: Чижов:
